Year,Measure Type,Leading 10 Ranking,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
2016,By reason for visit,7,Back symptoms,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",17,5,7,26,Yes
2016,By reason for visit,7,Back symptoms,By expected payment source,Private insurance,Visit count,920044,128400,668380,1171708,Yes
2016,By reason for visit,7,Back symptoms,By expected payment source,Private insurance,"Visit rate (per 1,000 people)",5,1,4,7,Yes
2016,By reason for visit,7,Back symptoms,By expected payment source,Medicare,Visit count,659425,102343,458832,860017,Yes
2016,By reason for visit,7,Back symptoms,By expected payment source,Medicare,"Visit rate (per 1,000 people)",13,2,9,16,Yes
2016,By reason for visit,7,Back symptoms,By expected payment source,Medicaid,Visit count,1101436,142849,821451,1381420,Yes
2016,By reason for visit,7,Back symptoms,By expected payment source,Medicaid,"Visit rate (per 1,000 people)",21,3,16,26,Yes
2016,By reason for visit,7,Back symptoms,By expected payment source,Uninsured,Visit count,580848,124940,335966,825731,Yes
2016,By reason for visit,7,Back symptoms,By expected payment source,Uninsured,"Visit rate (per 1,000 people)",21,4,12,30,Yes
2016,By reason for visit,7,Back symptoms,By expected payment source,Other,Visit count,,,,,No
2016,By reason for visit,7,Back symptoms,By expected payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2016,By reason for visit,8,"Pain, site not referable to a specific body system",Total,All visits,Visit count,3513449,315355,2895354,4131544,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",Total,All visits,"Visit rate (per 1,000 people)",11,1,9,13,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By sex,Female,Visit count,2007843,203752,1608490,2407197,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By sex,Female,"Visit rate (per 1,000 people)",12,1,10,15,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By sex,Male,Visit count,1505605,172545,1167418,1843793,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By sex,Male,"Visit rate (per 1,000 people)",10,1,8,12,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By age,0-17 years old,Visit count,,,,,No
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By age,0-17 years old,"Visit rate (per 1,000 people)",,,,,No
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By age,18-44 years old,Visit count,1828126,202458,1431309,2224943,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By age,18-44 years old,"Visit rate (per 1,000 people)",16,2,13,20,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By age,45-64 years old,Visit count,1146474,165249,822587,1470361,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By age,45-64 years old,"Visit rate (per 1,000 people)",14,2,10,18,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By age,65+ years old,Visit count,309250,56267,198967,419534,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By age,65+ years old,"Visit rate (per 1,000 people)",6,1,4,9,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By race/ethnicity,Non-Hispanic White,Visit count,2333560,238954,1865210,2801910,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",12,1,10,14,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By race/ethnicity,Non-Hispanic Black,Visit count,499055,81731,338861,659248,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",13,2,9,17,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By race/ethnicity,Hispanic,Visit count,572001,115133,346340,797661,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",10,2,6,14,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",,,,,No
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By region,Northeast,Visit count,703457,143780,421649,985266,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By region,Northeast,"Visit rate (per 1,000 people)",13,3,8,18,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By region,Midwest,Visit count,694744,116662,466086,923403,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By region,Midwest,"Visit rate (per 1,000 people)",10,2,7,14,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By region,South,Visit count,1129198,165093,805617,1452779,Yes
2017,By reason for visit,4,Cough,By sex,Male,Visit count,2272850,253258,1776465,2769236,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By region,South,"Visit rate (per 1,000 people)",9,1,7,12,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By region,West,Visit count,986049,195385,603094,1369005,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By region,West,"Visit rate (per 1,000 people)",13,3,8,18,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By metropolitan statistical area (MSA),MSA,Visit count,2930934,300011,2342912,3518956,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",11,1,9,13,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By metropolitan statistical area (MSA),Non-MSA,Visit count,582515,134338,319212,845818,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",13,3,7,19,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By expected payment source,Private insurance,Visit count,1090108,131502,832363,1347852,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By expected payment source,Private insurance,"Visit rate (per 1,000 people)",6,1,5,8,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By expected payment source,Medicare,Visit count,392326,75298,244742,539910,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By expected payment source,Medicare,"Visit rate (per 1,000 people)",7,1,5,10,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By expected payment source,Medicaid,Visit count,1242413,181530,886614,1598212,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By expected payment source,Medicaid,"Visit rate (per 1,000 people)",24,3,17,31,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By expected payment source,Uninsured,Visit count,276874,62469,154434,399313,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By expected payment source,Uninsured,"Visit rate (per 1,000 people)",10,2,6,14,Yes
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By expected payment source,Other,Visit count,,,,,No
2016,By reason for visit,8,"Pain, site not referable to a specific body system",By expected payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2016,By reason for visit,9,Vomiting,Total,All visits,Visit count,2768558,274384,2230767,3306350,Yes
2016,By reason for visit,9,Vomiting,Total,All visits,"Visit rate (per 1,000 people)",9,1,7,10,Yes
2016,By reason for visit,9,Vomiting,By sex,Female,Visit count,1609310,180535,1255460,1963159,Yes
2016,By reason for visit,9,Vomiting,By sex,Female,"Visit rate (per 1,000 people)",10,1,8,12,Yes
2016,By reason for visit,9,Vomiting,By sex,Male,Visit count,1159249,164294,837233,1481264,Yes
2016,By reason for visit,9,Vomiting,By sex,Male,"Visit rate (per 1,000 people)",7,1,5,10,Yes
2016,By reason for visit,9,Vomiting,By age,0-17 years old,Visit count,1281572,181453,925923,1637220,Yes
2016,By reason for visit,9,Vomiting,By age,0-17 years old,"Visit rate (per 1,000 people)",17,2,13,22,Yes
2016,By reason for visit,9,Vomiting,By age,18-44 years old,Visit count,839869,106994,630161,1049577,Yes
2016,By reason for visit,9,Vomiting,By age,18-44 years old,"Visit rate (per 1,000 people)",7,1,6,9,Yes
2016,By reason for visit,9,Vomiting,By age,45-64 years old,Visit count,388579,79217,233315,543844,Yes
2016,By reason for visit,9,Vomiting,By age,45-64 years old,"Visit rate (per 1,000 people)",5,1,3,7,Yes
2016,By reason for visit,9,Vomiting,By age,65+ years old,Visit count,258539,63936,133223,383854,Yes
2016,By reason for visit,9,Vomiting,By age,65+ years old,"Visit rate (per 1,000 people)",5,1,3,8,Yes
2016,By reason for visit,9,Vomiting,By race/ethnicity,Non-Hispanic White,Visit count,1638492,208897,1229053,2047931,Yes
2016,By reason for visit,9,Vomiting,By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",8,1,6,10,Yes
2016,By reason for visit,9,Vomiting,By race/ethnicity,Non-Hispanic Black,Visit count,598482,102248,398075,798888,Yes
2016,By reason for visit,9,Vomiting,By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",15,3,10,21,Yes
2016,By reason for visit,9,Vomiting,By race/ethnicity,Hispanic,Visit count,434902,82213,273765,596038,Yes
2016,By reason for visit,9,Vomiting,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",8,1,5,10,Yes
2016,By reason for visit,9,Vomiting,By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2016,By reason for visit,9,Vomiting,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",,,,,No
2016,By reason for visit,9,Vomiting,By region,Northeast,Visit count,319519,77425,167766,471272,Yes
2016,By reason for visit,9,Vomiting,By region,Northeast,"Visit rate (per 1,000 people)",6,1,3,8,Yes
2016,By reason for visit,9,Vomiting,By region,Midwest,Visit count,497212,134210,234162,760263,Yes
2016,By reason for visit,9,Vomiting,By region,Midwest,"Visit rate (per 1,000 people)",7,2,4,11,Yes
2016,By reason for visit,9,Vomiting,By region,South,Visit count,1222098,179780,869729,1574467,Yes
2016,By reason for visit,9,Vomiting,By region,South,"Visit rate (per 1,000 people)",10,1,7,13,Yes
2016,By reason for visit,9,Vomiting,By region,West,Visit count,729729,137543,460145,999313,Yes
2016,By reason for visit,9,Vomiting,By region,West,"Visit rate (per 1,000 people)",10,2,6,13,Yes
2016,By reason for visit,9,Vomiting,By metropolitan statistical area (MSA),MSA,Visit count,2339445,266524,1817058,2861832,Yes
2016,By reason for visit,9,Vomiting,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",9,1,7,10,Yes
2016,By reason for visit,9,Vomiting,By metropolitan statistical area (MSA),Non-MSA,Visit count,429114,105456,222420,635807,Yes
2016,By reason for visit,9,Vomiting,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",10,2,5,14,Yes
2016,By reason for visit,9,Vomiting,By expected payment source,Private insurance,Visit count,492495,79871,335948,649043,Yes
2016,By reason for visit,9,Vomiting,By expected payment source,Private insurance,"Visit rate (per 1,000 people)",3,0,2,4,Yes
2016,By reason for visit,9,Vomiting,By expected payment source,Medicare,Visit count,377096,80632,219057,535134,Yes
2016,By reason for visit,9,Vomiting,By expected payment source,Medicare,"Visit rate (per 1,000 people)",7,2,4,10,Yes
2016,By reason for visit,9,Vomiting,By expected payment source,Medicaid,Visit count,1356280,172344,1018486,1694074,Yes
2016,By reason for visit,9,Vomiting,By expected payment source,Medicaid,"Visit rate (per 1,000 people)",26,3,20,32,Yes
2016,By reason for visit,9,Vomiting,By expected payment source,Uninsured,Visit count,,,,,No
2016,By reason for visit,9,Vomiting,By expected payment source,Uninsured,"Visit rate (per 1,000 people)",,,,,No
2016,By reason for visit,9,Vomiting,By expected payment source,Other,Visit count,,,,,No
2016,By reason for visit,9,Vomiting,By expected payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",Total,All visits,Visit count,2094287,290656,1524601,2663974,Yes
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",Total,All visits,"Visit rate (per 1,000 people)",7,1,5,8,Yes
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",By sex,Female,Visit count,898389,133527,636677,1160102,Yes
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",By sex,Female,"Visit rate (per 1,000 people)",6,1,4,7,Yes
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",By sex,Male,Visit count,1195898,202403,799188,1592608,Yes
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",By sex,Male,"Visit rate (per 1,000 people)",8,1,5,10,Yes
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",By age,0-17 years old,Visit count,856825,150618,561614,1152036,Yes
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",By age,0-17 years old,"Visit rate (per 1,000 people)",12,2,8,16,Yes
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",By age,18-44 years old,Visit count,757522,165958,432244,1082800,Yes
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",By age,18-44 years old,"Visit rate (per 1,000 people)",7,1,4,10,Yes
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",By age,45-64 years old,Visit count,269431,70836,130593,408270,Yes
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",By age,45-64 years old,"Visit rate (per 1,000 people)",3,1,2,5,Yes
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",By age,65+ years old,Visit count,,,,,No
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",By age,65+ years old,"Visit rate (per 1,000 people)",,,,,No
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",By race/ethnicity,Non-Hispanic White,Visit count,1339047,218941,909922,1768172,Yes
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",7,1,5,9,Yes
2016,By reason for visit,10,"Injury, other and unspecified type - head, neck, and face",By race/ethnicity,Non-Hispanic Black,Visit count,341051,74846,194353,487749,Yes
